Lfd. Nummer	Band	Seite	Nummer	Echtheit	Listennummer	Ort	Datum	notBefore	notAfter	Papst	Aussteller	Empfänger	Kurzregest	JL	Abschnitt
319	Germ.Pont. 2,2	227	27		248	Anagni	25 Oktober (1179)	1179-10-25	1179-10-25	Alexander III.	Alexander III.	Eberhard de Saint-Quentin, Erzbischof von Besançon, Bischof von Basel sowie die Äbte, Pröbste, Erzpriester, Erzdiakone, Priester in diesen Bistümern		13482	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
320	Germ.Pont. 2,2	260	4		248	Anagni	25 Oktober (1179)	1179-10-25	1179-10-25	Alexander III.	Alexander III.	Eberhard de Saint-Quentin, Erzbischof von Besançon, der Bischof von Basel sowie die Äbte, Pröbste, Erzpriester, Erzdiakone, Priester in diesen Bistümern		13482	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
321	Germ.Pont. 2,2	296	5		249	Anagni	29 Oktober (1179)	1179-10-29	1179-10-29	Alexander III.	Alexander III.	Abt und Brüder des Klosters von Pairis		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
322	Germ.Pont. 2,2	181	4		250	Anagni	04 November 1179	1179-11-04	1179-11-04	Alexander III.	Alexander III.	Abt von Hautcrêt		13487	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
323	Germ.Pont. 2,2	260	5		251	Anagni	11 November (1179)	1179-11-11	1179-11-11	Alexander III.	Alexander III.	suffraganeis Bisuntinae (Besançon) ecclesiae		*13492	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
324	Germ.Pont. 2,2	260	6		252	Anagni	11 November 1179	1179-11-11	1179-11-11	Alexander III.	Alexander III.	Alexander, Abt des Klosters der Jungfrau Maria in Lützel		13491	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
325	Germ.Pont. 2,2	261	7		253	Tusculanum	21 Juni 1180	1180-06-21	1180-06-21	Alexander III.	Alexander III.	Archenfried, Abt des Klosters der Jungfrau Maria in Lützel		13668	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
326	Germ.Pont. 2,2	145	19		254	(Tusculanum)	30 August (1182)	1182-08-30	1182-08-30	Alexander III.	Alexander III.	Kapitel von Saint-Maurice d’Agaune en Valais (St. Moritz in Wallis)		14354	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
327	Germ.Pont. 2,2	209	2		*255	–	(1159-1181)	1159-01-01	1181-12-31	Alexander III.	Alexander III.	–	untypischer Fall - Bestätigung ohne klaren Bezug	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
328	Germ.Pont. 2,2	209	3		*256	–	(1159-1181)	1159-01-01	1181-12-31	Alexander III.	Alexander III.	Ecclesia Interlacensi (Interlaken)		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
329	Germ.Pont. 2,2	227	28		257	Tusculanum	11 Februar (1181)	1181-02-11	1181-02-11	Alexander III.	Alexander III.	Heinrich I. von Hornberg, Bischof von Basel sowie die Kanoniker aus Basel		14370	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
330	Germ.Pont. 2,2	267	4		257	Tusculanum	11 Februar (1181)	1181-02-11	1181-02-11	Alexander III.	Alexander III.	Heinrich I. von Hornberg, Bischof von Basel sowie die Kanoniker aus Basel		14370	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
331	Germ.Pont. 2,2	173	18		258	Lausanne	1165	1165-01-01	1165-12-31	Alexander III.	Landri de Durnes/ Landrich von Dornach, Bischof von Lausanne in Gegenwart von Bischof Petrus von Papien. (Pavia?), apostolischer Legat	Kloster von Hautcrêt	apostolischer Legat, Bischof von Lausanne in Gegenwart des Legaten	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
332	Germ.Pont. 2,2	181	3		258	Lausanne	1165	1165-01-01	1165-12-31	Alexander III.	Landri de Durnes/ Landrich von Dornach, Bischof von Lausanne in Gegenwart von Bischof Petrus von Papien. (Pavia?), apostolischer Legat	Kloster von Hautcrêt	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
333	Germ.Pont. 2,2	173	19		259	–	[1165]	1165-01-01	1165-12-31	Alexander III.	Bischof Petrus von Papien. (Pavia?), apostolischer Legat und Landri de Durnes/ Landrich von Dornach, Bischof von Lausanne sowie Arducius de Faucigny, Bischof von Genf	Empfänger?	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
334	Germ.Pont. 2,2	175	1	*	*260	–	[1165]	1165-01-01	1165-12-31	Alexander III.	Bischof Petrus von Papien. (Pavia?), apostolischer Legat	Propst und Kanoniker der Notre-Dame de Lausanne	Apostolischer Legat - kein typischer Aufbau	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
335	Germ.Pont. 2,2	176	1	*	*261	–	[1165]	1165-01-01	1165-12-31	Alexander III.	Bischof Petrus von Papien. (Pavia?), apostolischer Legat	Abt und Prior von St. Maire in Lausanne?–]	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
336	Germ.Pont. 2,2	145	18		262	–	28 September (oder 27 Oktober ) 1179	1179-09-28	1179-10-27	Alexander III.	Abt Hugo von Bonnevaux, apostolischer Legat	Abt sowie Mönche von Saint-Maurice d’Agaune en Valais (St. Moritz in Wallis)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
337	Germ.Pont. 2,2	160	4		262	–	28 September (oder 27 Oktober ) 1179	1179-09-28	1179-10-27	Alexander III.	Abt Hugo von Bonnevaux, apostolischer Legat	Abt sowie Mönche von Saint-Maurice d’Agaune en Valais (St. Moritz in Wallis)	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
338	Germ.Pont. 2,2	296	6	*	*263	–	[1180]	1180-01-01	1180-12-31	Alexander III.	Petrus, Kardinalbischof (von Tusculum), apostolischer Legat	Konrad, Abt in Pairis und H., Lehrer in Straßburg	apostolischer Legat	–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
339	Germ.Pont. 2,2	270	2		204	Roma San Pietro	01 März 1153	1153-03-01	1153-03-01	Eugen III.	Eugen III.	Suanehildi (?), Äbtissin des Klosters St. Maria in Ottmarsheim	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	9725	Weitere Alexander-Betreffe
340	Germ.Pont. 2,2	284	3		206	Laterano	05 März 1154	1154-03-05	1154-03-05	Anastasius IV.	Anastasius IV.	Irmgard, Äbtissin des Klosters Heiligkreuz	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	–	Weitere Alexander-Betreffe
341	Germ.Pont. 2,2	50	1		207	Laterano	31 Mai 1154	1154-05-31	1154-05-31	Anastasius IV.	Anastasius IV.	Chebizus (?), Probst der Kirche von St. Martin auf dem Zürichberg	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	9914	Weitere Alexander-Betreffe
342	Germ.Pont. 2,2	32	2		209	Laterano	30 März 1155	1155-03-30	1155-03-30	Hadrian IV.	Hadrian IV.	Adalbert, Probst von St. Laurentius in Ittingen	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10023	Weitere Alexander-Betreffe
343	Germ.Pont. 2,2	181	1		210	Roma San Pietro	21 April 1155	1155-04-21	1155-04-21	Hadrian IV.	Hadrian IV.	Maimoni (?), Abt des Klosters in Hautcrêt	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10038	Weitere Alexander-Betreffe
344	Germ.Pont. 2,2	100	3		210	Laterano	27 November 1156	1156-11-27	1156-11-27	Hadrian IV.	Hadrian IV.	Vigilius, Probst der Kirche St. Lucius in Chur	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10214	Weitere Alexander-Betreffe
345	Germ.Pont. 2,2	103	2		211	Laterano	27 November 1156	1156-11-27	1156-11-27	Hadrian IV.	Hadrian IV.	Helewida, Magistra der Kirche St. Petrus in Cazis	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10213	Weitere Alexander-Betreffe
346	Germ.Pont. 2,2	153	11		215	Laterano	21 Mai 1157	1157-05-21	1157-05-21	Hadrian IV.	Hadrian IV.	Arducius de Faucigny, Bischof von Genf	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10277	Weitere Alexander-Betreffe
347	Germ.Pont. 2,2	154	12		216	Laterano	21 Mai 1157	1157-05-21	1157-05-21	Hadrian IV.	Hadrian IV.	Arducius de Faucigny, Bischof von Genf	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10278	Weitere Alexander-Betreffe
348	Germ.Pont. 2,2	62	3		217	Laterano	08 Juni 1157	1157-06-08	1157-06-08	Hadrian IV.	Hadrian IV.	Frowin, Abt des Klosters St. Maria auf dem Engelsberg bei Konstanz	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10292	Weitere Alexander-Betreffe
349	Germ.Pont. 2,2	30	6		218	Laterano	27 Februar 1158	1158-02-27	1158-02-27	Hadrian IV.	Hadrian IV.	Manegold, Abt des Klosters St. Ulrich in Kreuzlingen	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10389	Weitere Alexander-Betreffe
350	Germ.Pont. 2,2	54	3		221	Laterano	28 März 1159	1159-03-28	1159-03-28	Hadrian IV.	Hadrian IV.	Kuno, Abt des Klosters St. Martin in Muri	Rolando, Kardinalpriester von San Marco sowie Kanzler der Röm. Kirche, wird als Subskribent aufgeführt	10558	Weitere Alexander-Betreffe
351	Germ.Pont. 2,2	226	21		264	Pavia	19 Februar 1160	1160-02-19	1160-02-19	Viktor IV.	Viktor IV.	Ortlieb von Frohburg, Bischof von Basel		14435	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
352	Germ.Pont. 2,2	247	3		264	Pavia	19 Februar 1160	1160-02-19	1160-02-19	Viktor IV.	Viktor IV.	Ortlieb von Frohburg, Bischof von Basel		14435	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
353	Germ.Pont. 2,2	72	5		265	Albano	18 März 1161	1161-03-18	1161-03-18	Viktor IV.	Viktor IV.	Rudolf, Abt des Klosters in Einsiedeln, sowie die dortigen Mönche		14446	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
354	Germ.Pont. 2,2	154	13		266	Vercelli	01 April (1161)	1161-04-01	1161-04-01	Viktor IV.	Viktor IV.	Arducius de Faucigny, Bischof von Genf, und die Äbte sowie der Klerus und das Volk derselben Kirche		14478	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
355	Germ.Pont. 2,2	159	3	*	*267	–	(cr. 1161)	1161-01-01	1161-12-31	Viktor IV.	Viktor IV.	Amadeus, Gefolgsmann in Genf		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
356	Germ.Pont. 2,2	288	5		268	Cremona	21 März (1162)	1162-03-21	1162-03-21	Viktor IV.	Viktor IV.	Hezelino, Probst des Klosters von Marbach, sowie das Kapitel von Marbach		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
357	Germ.Pont. 2,2	226	22	*	*269	–	[1164]	1164-01-01	1164-12-31	Paschalis III.	Paschalis III.	Ludwig von Frohburg, Bischof von Basel		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
358	Germ.Pont. 2,2	226	23		270	Roma San Pietro	06 August 1167	1167-08-06	1167-08-06	Paschalis III.	Paschalis III.	Ludwig von Frohburg, Bischof von Basel		14490	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
359	Germ.Pont. 3	56	1		251	Anagni	11 Februar  (1160-1161)	1160-02-11	1161-02-11	Alexander III.	Alexander III.	Werner Leutpriester der Kirche von Helferskirchen etc.		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
360	Germ.Pont. 3	277	89		252	Veroli	24 März (1170)	1170-03-24	1170-03-24	Alexander III.	Alexander III.	an alle Konsule der Staaten Lombardei, Marken	Romagna und andere Menschen sowohl die größeren, als auch die Kleineren in der Gesellschaft und der Vereinigung der Lombardei	11747	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
361	Germ.Pont. 3	278	90		253	Veroli	28 März (1170)	1170-03-28	1170-03-28	Alexander III.	Alexander III.	an alle Konsule der Staaten Lombardei, Marken, Romagna und andere Menschen sowohl die größeren, als auch die Kleineren in der Gesellschaft und der Vereinigung der Lombardei		11747	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
362	Germ.Pont. 3	205	1		254	Anagni	08 November 1176	1176-11-08	1176-11-08	Alexander III.	Alexander III.	Abt und Mönch Herwig des Klosters Schönthal und seine Brüder etc.		12740	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
363	Germ.Pont. 3	217	18		255	Venezia Rialto	05 April 1177	1177-04-05	1177-04-05	Alexander III.	Alexander III.	Abt Konrad (I.) des Klosters Ebrach und seine Brüder etc.		12797	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
364	Germ.Pont. 3	278	91		256	Ferrara	28 April 1177	1177-04-28	1177-04-28	Alexander III.	Alexander III.	Abt Isinricus des Kloster von Biburg		12815	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
365	Germ.Pont. 3	66	2		257	Anagni	21 Dezember 1177	1177-12-21	1177-12-21	Alexander III.	Alexander III.	Mönch Nendungus von der Abtei von Neuburg und seine Brüder etc.		12958	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
366	Germ.Pont. 3	116	1		258	Anagni	21 Dezember 1177	1177-12-21	1177-12-21	Alexander III.	Alexander III.	Olricus Abt des Klosters Herrenalb etc.		12959	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
367	Germ.Pont. 3	205	2		259	Anagni	21 Dezember 1177	1177-12-21	1177-12-21	Alexander III.	Alexander III.	Abt und Mönch Herwig des Klosters Schönthal und seine Brüder etc.		12960	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
368	Germ.Pont. 3	127	3		260	Anagni	21 Dezember 1177	1177-12-21	1177-12-21	Alexander III.	Alexander III.	Mönchsabt Dieter von dem Kloster Maulbronn und seine Brüder etc.		12961	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
369	Germ.Pont. 3	201	3		261	Laterano	24 Mai 1178	1178-05-24	1178-05-24	Alexander III.	Alexander III.	Abt Eberoldus von dem Kloster Bronnbach etc.		13066	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
370	Germ.Pont. 3	150	14		262	Tusculanum	28 August (1178)	1178-08-28	1178-08-28	Alexander III.	Alexander III.	Dekan und Domkapitel der Wormser Kirche		12160a	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
371	Germ.Pont. 3	153	5		262	Tusculanum	28 August (1178)	1178-08-28	1178-08-28	Alexander III.	Alexander III.	Dekan und Domkapitel der Wormser Kirche		12160a	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
372	Germ.Pont. 3	63	3		263	Tusculanum	06 September 1178	1178-09-06	1178-09-06	Alexander III.	Alexander III.	Abt Petrus von dem Kloster Neuweiler und seine Brüder etc.		13096	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
373	Germ.Pont. 3	278	92		264	–	[1178]	1178-01-01	1178-12-31	Alexander III.	Alexander III.	Bischof Otto (II. von Andechs) von Bamberg		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
374	Germ.Pont. 3	278	93	*	*265	–	(18 März 1179)	1179-03-18	1179-03-18	Alexander III.	Alexander III.	Weihe Bischof Otto (II. von Andechs) von Bamberg		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
375	Germ.Pont. 3	96	20		266	Laterano	03 April (1178-1179)	1178-04-03	1179-04-03	Alexander III.	Alexander III.	Bischof von Speyer (Ulrich II. von Rechberg) und Äbte, Erzdiakone, Propste, Priester, die in demselben Bistum festgesetzt wurden		13199	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
376	Germ.Pont. 3	127	4		266	Laterano	03 April (1178-1179)	1178-04-03	1179-04-03	Alexander III.	Alexander III.	Bischof von Speyer (Ulrich II. von Rechberg) und Äbte, Erzdiakone, Propste, Priester, die in demselben Bistum festgesetzt wurden		13199	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
377	Germ.Pont. 3	134	2	*	*267	Laterano	06 April 1179	1179-04-06	1179-04-06	Alexander III.	Alexander III.	Abt Heinrich (Bestätigung der Klosterprivilegien)		*13365	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
378	Germ.Pont. 3	110	3		´+268	Laterano	06 April 1179	1179-04-06	1179-04-06	Alexander III.	Alexander III.	Abt Gundlach vom Kloster Weißenburg und seine Brüder etc.		13366	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
379	Germ.Pont. 3	165	2		269	Laterano	07 April 1179	1179-04-07	1179-04-07	Alexander III.	Alexander III.	Abt und Mönch Sigehard und seine Brüder des Klosters Lorsch des heiligen Nazarius etc.		13370	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
380	Germ.Pont. 3	61	10		270	Laterano	12 April 1179	1179-04-12	1179-04-12	Alexander III.	Alexander III.	Abt Garnerius von Mauersmünster und seine Brüder etc.		13379	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
381	Germ.Pont. 3	44	2		271	Laterano	18 April 1179	1179-04-18	1179-04-18	Alexander III.	Alexander III.	Propst Reinhold der Kirche der heiligen Christina von Ittenweiler und seine Brüder etc.		13387	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
382	Germ.Pont. 3	15	41	*	*272	–	(März-April 1179)	1179-03-01	1179-04-30	Alexander III.	Alexander III.	Aufnahme der Bischofswürde im Laterankonzil von dem Bischof Rudolf (von Rothweil) von Straßburg		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
383	Germ.Pont. 3	15	42		273	Anagni	19 Oktober (1179)	1179-10-19	1179-10-19	Alexander III.	Alexander III.	die Bischöfe und Äbte von Straßburg und Basel, Propste, Erzpriester, Priester, Erzdiakone, die in den gleichen Erzbistümern festgesetzt wurden etc.		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
384	Germ.Pont. 3	66	3	*	*274	Anagni	20 Oktober (1179)	1179-10-20	1179-10-20	Alexander III.	Alexander III.	der Bischof (Rudolf von Rothweil) und die Äbte von Straßburg, Propste, Erzdiakone, Pfarrer, die in dem gleichen Bistum festgesetzt sind		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
385	Germ.Pont. 3	299	42a	*	*274	Anagni	20 Oktober (1179)	1179-10-20	1179-10-20	Alexander III.	Alexander III.	Bischof und Äbte von Straßburg, Propste, Erzdiakone, Priester in demselben Erzbistum festgesetzt		–	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
386	Germ.Pont. 3	30	2		275	Tusculanum	13 Juni 1180	1180-06-13	1180-06-13	Alexander III.	Alexander III.	Äbtissin Wirtrude von Kloster Eschau und ihre Töchter und Schwestern etc.		13664	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
387	Germ.Pont. 3	161	5		276	Tusculanum	05 Juli 1180	1180-07-05	1180-07-05	Alexander III.	Alexander III.	Abt Heinrich von dem Kloster (Groß-)Frankenthal		13674	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
388	Germ.Pont. 3	196	4		277	Tusculanum	05 Februar 1181	1181-02-05	1181-02-05	Alexander III.	Alexander III.	Abt Rabenold des Klosters Oberzell und seine Brüder etc.		14367	a) elenchus pontificum romanorum, quorum acta in hoc volumine continentur
