Lfd. Nummer	Band	Seite	Nummer	Echtheit	Listennummer	Ort	Datum	notBefore	notAfter	Papst	Aussteller	Empfänger	Kurzregest	JL	Notiz
547	It.Pont. 3	180	22	*	*873	–	[1154]	1154-01-01	1154-12-31	Anastasius IV.	jene helfenden Richter Schatzmeister Gregorius von Primicerius und Gregorius Coranus,  auf Befehl von Anastasius IV.	jene helfenden Richter Schatzmeister Gregorius von Primicerius und Gregorius Coranus	in Anwesenheit des Bischofs von Porto Cencius, von Rolandus, Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche), und Otto Kardinaldiakon	–	
548	It.Pont. 3	32	4		875	Laterano	09 Juni 1154	1154-06-09	1154-06-09	Anastasius IV.	Anastasius IV.	Äbissin Magdalena etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	9919	
549	It.Pont. 3	433	105		876	Laterano	11 Juni 1154	1154-06-11	1154-06-11	Anastasius IV.	Anastasius IV.	Prior Lanfranco etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	9920	
550	It.Pont. 3	471	3		877	Rom St. Maria Rotonda	25 Juni 1154	1154-06-25	1154-06-25	Anastasius IV.	Anastasius IV.	Leiter Guido etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	9922	
551	It.Pont. 3	477	8		890	Rom St. Peter	21 Januar 1155	1155-01-21	1155-01-21	Hadrian IV.	Hadrian IV.	Abt Henricus etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	9985	
552	It.Pont. 3	180	25		892	Rom St. Peter	14 März 1155	1155-03-14	1155-03-14	Hadrian IV.	Hadrian IV.	Prior Rodulfo etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10015	
553	It.Pont. 3	226	3		894	Rom St. Peter	16 März 1155	1155-03-16	1155-03-16	Hadrian IV.	Hadrian IV.	Prior Rodulfo etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10019	
554	It.Pont. 3	404	36		896	Rom St. Peter	16 April 1155	1155-04-16	1155-04-16	Hadrian IV.	Hadrian IV.	Erzpriester Petrus etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10028	
555	It.Pont. 3	60	5		898	Rom St. Peter	06 Mai 1155	1155-05-06	1155-05-06	Hadrian IV.	Hadrian IV.	Leutpriester Theodericus etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10050	
556	It.Pont. 3	204	35		900	Civita Castellana	21 Juli 1155	1155-07-21	1155-07-21	Hadrian IV.	Hadrian IV.	Bischof Rainerus etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10090	
557	It.Pont. 3	348	2		901	Ferentino	04 Oktober 1155	1155-10-04	1155-10-04	Hadrian IV.	Hadrian IV.	Abt Hildebrandt etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10092	
558	It.Pont. 3	351	2		904	Benevento	25 Januar 1156	1156-01-25	1156-01-25	Hadrian IV.	Hadrian IV.	Äbtissin Eufraxia etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10130	
559	It.Pont. 3	339	42		908	Benevento	09 Juni 1156	1156-06-09	1156-06-09	Hadrian IV.	Hadrian IV.	Erzpriester Leonus und die übrigen Kanoniker etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10187	
560	It.Pont. 3	339	44		910	Benevento	09 Juni 1156	1156-06-09	1156-06-09	Hadrian IV.	Hadrian IV.	Erzpriester Leonus und alle Kanoniker	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10189	
561	It.Pont. 3	47	3		911	Laterano	30 November 1156	1156-11-30	1156-11-30	Hadrian IV.	Hadrian IV.	Leutpriester Hugo der Kirche St. Maria Impruneta etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10215	
562	It.Pont. 3	92	19		914	Laterano	05 Dezember 1156	1156-12-05	1156-12-05	Hadrian IV.	Hadrian IV.	Abt Marinus etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	–	
563	It.Pont. 3	369	2		916	Laterano	17 Februar 1157	1157-02-17	1157-02-17	Hadrian IV.	Hadrian IV.	Äbtissin India etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10255	
564	It.Pont. 3	196	2		917	Laterano	28 März 1157	1157-03-28	1157-03-28	Hadrian IV.	Hadrian IV.	Abt Hugo etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10267	
565	It.Pont. 3	266	4		918	Laterano	22 April 1157	1157-04-22	1157-04-22	Hadrian IV.	Hadrian IV.	Abt Johannes etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	–	
566	It.Pont. 3	288	6		919	Laterano	28 Mai 1157	1157-05-28	1157-05-28	Hadrian IV.	Hadrian IV.	Erzpriester Hugo etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10285	
567	It.Pont. 3	181	27		922	Laterano	15 Juni 1157	1157-06-15	1157-06-15	Hadrian IV.	Hadrian IV.	Prior Rodulfo etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10298	
568	It.Pont. 3	438	2		927	Laterano	13 April 1158	1158-04-13	1158-04-13	Hadrian IV.	Hadrian IV.	Prior Johannes etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10396	
569	It.Pont. 3	307	11		928	Laterano	16 April 1158	1158-04-16	1158-04-16	Hadrian IV.	Hadrian IV.	Erzpriester Roggerius des Volkes von Elsa etc.	Rolandus, S.R.E Kardinalpriester (von San Marco) und Kanzler (der Röm. Kirche) wird als Subskribent aufgeführt	10401	
570	It.Pont. 3	155	47	*	*1005	(Benevento- Veroli)	[1168-1170]	1168-01-01	1170-12-31	Alexander III.	in Gegenwart von Alexander III., Bischof Raineri/Rainaldo von Siena	(kein direkter Empfänger)	(Klageerneuerung)	–	
571	It.Pont. 3	205	38	*	*1005	(Benevento- Veroli)	[1168-1170]	1168-01-01	1170-12-31	Alexander III.	in Gegenwart von Alexander III., Bischof Raineri/Rainaldo von Siena	(kein direkter Empfänger)	(Klageerneuerung)	–	
572	It.Pont. 3	465	1	*	*1037	–	[1173-1174?]	1173-01-01	1174-12-31	Alexander III.	Kardinalpriester Boso (Breakespeare /Boson) von Santa Pudenziana, Legat Alexanders III.	(kein direkter Empfänger)		–	
573	It.Pont. 3	65	19		1068	–	[1175]	1175-01-01	1175-12-31	Alexander III.	Mönche von Matura	Alexander III.		–	
574	It.Pont. 3	383	8			Nebbio	27 Februar 1177	1177-02-27	1177-02-27	Alexander III.	Bischof Andreas und Landulfus Segonen. (Sagone?) und Nebulen., pp. Geschickte Richter Alexanders III.	(kein direkter Empfänger)	(Streitbeendigung)	–	
575	It.Pont. 3	94	27	*	*1126	–	[1179]	1179-01-01	1179-12-31	Alexander III.	Auf Anordnung Alexanders III., Vorsitz Abt Tertius	(kein direkter Empfänger)	Statutsbekanntgabe	–	
576	It.Pont. 3	156	48		1143	–	[1178-1181]	1178-01-01	1181-12-31	Alexander III.	auf Anweisung des Lehrers, Kardinals, Laborans, Legat Alexanders III. in Tuscien (Etrurien),	(kein direkter Empfänger)	(Zeugenbefragung)	–	
577	It.Pont. 3	205	42		1143	–	[1178-1181]	1178-01-01	1181-12-31	Alexander III.	auf Anweisung des Lehrers, Kardinals, Laborans, Legat Alexanders III. in Tuscien (Etrurien),	(kein direkter Empfänger)	(Zeugenbefragung)	–	
578	It.Pont. 3	327	39	*	*1182	(Viterbo)	8.-10 April 1167	1167-04-08	1167-04-10	Paschalis III.	Paschalis III. (Gegenpapst)	Kanoniker S. Maria in Pisa		II p. 427	
579	It.Pont. 3	361	36		*1181	–	[März 1167]	1167-03-01	1167-03-31	Paschalis III.	pisanische Konsule	(kein direkter Empfänger)	(Schwur auf Papst (Gegenpapst) Paschalis III.)	–	
580	It.Pont. 4	303	14		459	Laterano	18 März 1166	1166-03-18	1166-03-18	Alexander III.	Alexander III.	Leonatus, Abt des Klosters St. Clemens in Piscaria oder in Casa aurea		11266	
581	It.Pont. 4	256	14		460	Laterano	13 Januar [1166-67]	1166-01-13	1167-01-13	Alexander III.	Alexander III.	Siginulfus, Bischof von Sulmona		–	
582	It.Pont. 4	263	6		460	Laterano	13 Januar [1166-67]	1166-01-13	1167-01-13	Alexander III.	Alexander III.	Siginulfus, Bischof von Sulmona		–	
583	It.Pont. 4	256	15		*461	(Laterano)	13 Januar [1166-67]	1166-01-13	1167-01-13	Alexander III.	Alexander III.	Johannes, Abt von Mammonaco, sowie dessen Mitbrüder		–	
584	It.Pont. 4	263	7		*461	(Laterano)	13 Januar [1166-67]	1166-01-13	1167-01-13	Alexander III.	Alexander III.	Johannes, Abt von Mammonaco, sowie dessen Mitbrüder		–	
585	It.Pont. 4	63	2		462	Benevento	04 Mai 1169	1169-05-04	1169-05-04	Alexander III.	Alexander III.	Rainerius, Erzpriester der Kirche St. Laurentius		11620	
586	It.Pont. 4	294	5		463	Benevento	25 Juni 1169	1169-06-25	1169-06-25	Alexander III.	Alexander III.	Oliverius, Abt des Klosters St. Bartholomäus in Carpineto		11629	
587	It.Pont. 4	256	16		464	Benevento	25 Juli [1168-69]	1168-07-25	1169-07-25	Alexander III.	Alexander III.	Od(erisius), apostolischer Subdiakon, sowie (Gualterius), Probst der Kirche von Balven., sowie die Kleriker der übrigen Kirchen		–	
588	It.Pont. 4	263	8		464	Benevento	25 Juli [1168-69]	1168-07-25	1169-07-25	Alexander III.	Alexander III.	Od(erisius), apostolischer Subdiakon, sowie (Gualterius), Probst der Kirche von Balven., sowie die Kleriker der übrigen Kirchen		–	
589	It.Pont. 4	258	1		464	Benevento	25 Juli [1168-69]	1168-07-25	1169-07-25	Alexander III.	Alexander III.	Od(erisius), apostolischer Subdiakon, sowie (Gualterius), Probst der Kirche von Balven., sowie die Kleriker der übrigen Kirchen		–	
590	It.Pont. 4	55	6		465	Benevento	04 August 1169	1169-08-04	1169-08-04	Alexander III.	Alexander III.	Johannes, Abt des Klosters St. Benedikt in Gualdo		–	
591	It.Pont. 4	303	15		466	–	[1168-69]	1168-01-01	1169-12-31	Alexander III.	Alexander III.	R(iccardus) Gentilius, edler Herr		14063	
592	It.Pont. 4	307	2		466	–	[1168-69]	1168-01-01	1169-12-31	Alexander III.	Alexander III.	R(iccardus) Gentilius, edler Herr		14063	
593	It.Pont. 4	304	16		467	Benevento	04 September [1168-69]	1168-09-04	1169-09-04	Alexander III.	Alexander III.	J(ohannes), Bischof von Segni, sowie L(eonatus), Abt des Klosters St. Clemens in Piscaria		11575	
594	It.Pont. 4	304	17		468	Benevento	23 September [1168-69]	1168-09-23	1169-09-23	Alexander III.	Alexander III.	Bischof von Aquila, sowie die Kanoniker von Penne, Sulmona und Chieti		11582	
595	It.Pont. 4	236	3		468	Benevento	23 September [1168-69]	1168-09-23	1169-09-23	Alexander III.	Alexander III.	Bischof von Aquila		11582	
596	It.Pont. 4	258	2		468	Benevento	23 September [1168-69]	1168-09-23	1169-09-23	Alexander III.	Alexander III.	Bischof von Aquila, sowie die Kanoniker von Penne, Sulmona und Chieti		11582	
597	It.Pont. 4	270	1		468	Benevento	23 September [1168-69]	1168-09-23	1169-09-23	Alexander III.	Alexander III.	Bischof von Aquila, sowie die Kanoniker von Penne, Sulmona und Chieti		11582	
598	It.Pont. 4	289	1		468	Benevento	23 September [1168-69]	1168-09-23	1169-09-23	Alexander III.	Alexander III.	Bischof von Aquila sowie die Kanoniker von Penne, Sulmona und Chieti		11582	
599	It.Pont. 4	304	18		469	Veroli	25 März [1170]	1170-03-25	1170-03-25	Alexander III.	Alexander III.	Bischöfe von Fermo, Ascoli Piceno, Camerino, sowie G(entilius), Subdiakon, Prokurator von Osimo und Prior des Fontis Avellanae		11748	
600	It.Pont. 4	96	11		469	Veroli	25 März [1170]	1170-03-25	1170-03-25	Alexander III.	Alexander III.	Prior des Fontis Avellanae		11748	
601	It.Pont. 4	120	3		469	Veroli	25 März [1170]	1170-03-25	1170-03-25	Alexander III.	Alexander III.	Bischof von Camerino		11748	
602	It.Pont. 4	137	12		469	Veroli	25 März [1170]	1170-03-25	1170-03-25	Alexander III.	Alexander III.	Bischof von Fermo		11748	
603	It.Pont. 4	150	10		469	Veroli	25 März [1170]	1170-03-25	1170-03-25	Alexander III.	Alexander III.	Bischof von Ascoli Piceno		11748	
604	It.Pont. 4	208	4		469	Veroli	25 März [1170]	1170-03-25	1170-03-25	Alexander III.	Alexander III.	G., Subdiakon, Prokurator von Osimo		11748	
605	It.Pont. 4	224	3		470	Veroli	02 April 1170	1170-04-02	1170-04-02	Alexander III.	Alexander III.	Alloderius, Abt des Klosters St. Geruntius		11758	
606	It.Pont. 4	304	19		471	Veroli	28 April [1170]	1170-04-28	1170-04-28	Alexander III.	Alexander III.	Leonatus, Abt, sowie dem Konvent des Klosters St. Clemens in Piscaria		11782	
607	It.Pont. 4	103	12		472	Veroli	21 Mai 1170	1170-05-21	1170-05-21	Alexander III.	Alexander III.	Jordanus, Prior der Kirche St. Floridus		11796	
608	It.Pont. 4	73	2		473	Alatri	12 September 1170	1170-09-12	1170-09-12	Alexander III.	Alexander III.	Kanoniker der Kirche St. Maria in Villa Gemini		11834	
609	It.Pont. 4	84	3		474	Tusculanum	30 Oktober 1170	1170-10-30	1170-10-30	Alexander III.	Alexander III.	Benedikt, Probst der Kirche St. Marianus		11848	
610	It.Pont. 4	164	4		475	Tusculanum	08 Dezember 1170	1170-12-08	1170-12-08	Alexander III.	Alexander III.	Kanoniker der Kirche St. Columba in Rimini		11853	
611	It.Pont. 4	40	3		476	Tusculanum	03 April 1171	1171-04-03	1171-04-03	Alexander III.	Alexander III.	Laurentius, Abt des Klosters St. Leucius		–	
612	It.Pont. 4	165	5		*477	–	[1171]	1171-01-01	1171-12-31	Alexander III.	Albericus, Bischof von Rimini, ex praecepto Alexandri pp.	Johannes, Priester, und Ugoni levitae s. Columbae Ariminen. eccl. canonicis		–	
613	It.Pont. 4	248	1		478	Tusculanum	21 Januar [1171-72]	1171-01-21	1172-01-21	Alexander III.	Alexander III.	Bischof und Kanoniker von Marsi		–	
614	It.Pont. 4	242	10		478	Tusculanum	21 Januar [1171-72]	1171-01-21	1172-01-21	Alexander III.	Alexander III.	Bischof und Kanoniker von Marsi		–	
615	It.Pont. 4	244	2		478	Tusculanum	21 Januar [1171-72]	1171-01-21	1172-01-21	Alexander III.	Alexander III.	Bischof und Kanoniker von Marsi		–	
616	It.Pont. 4	304	20		479	Tusculanum	07 Februar [1171-72]	1171-02-07	1172-02-07	Alexander III.	Alexander III.	Oder(isius), Bischof von Sulmona, sowie sowie die Bischöfe von Teramo, Marsi, Penne und Aquila, und das Kapitel von Chieti und der Abt des Klosters St. Vincentius (ad Vulturnum)		14258	
617	It.Pont. 4	236	4		479	Tusculanum	07 Februar [1171-72]	1171-02-07	1172-02-07	Alexander III.	Alexander III.	Odorisius, Bischof von Sulmona, sowie die Bischöfe von Teramo, Marsi, Penne und Aquila		14258	
618	It.Pont. 4	242	11		479	Tusculanum	07 Februar [1171-72]	1171-02-07	1172-02-07	Alexander III.	Alexander III.	Bischöfe von Sulmona, Teramo und Marsi		14258	
619	It.Pont. 4	256	17		479	Tusculanum	07 Februar [1171-72]	1171-02-07	1172-02-07	Alexander III.	Alexander III.	Oderisios, Bischof von Sulmona, sowie die anderen Bischöfe		14258	
620	It.Pont. 4	270	2		479	Tusculanum	07 Februar [1171-72]	1171-02-07	1172-02-07	Alexander III.	Alexander III.	Odorisius, Bischof von Sulmona, sowie die Bischöfe von Teramo, Marsi, Penne und Aquila, und das Kapitel von Chieti		14258	
621	It.Pont. 4	285	10		479	Tusculanum	07 Februar [1171-72]	1171-02-07	1172-02-07	Alexander III.	Alexander III.	Bischöfe von Sulmano, Teramo, Marsi, Penne und Aquila		14258	
622	It.Pont. 4	313	14		479		07 Februar [1171-72]	1171-02-07	1172-02-07	Alexander III.	Alexander III.	Bischöfe von Sulmano, Teramo, sowie die anderen Bischöfe, Tusculanum		14258	
623	It.Pont. 4	305	21		480	Tusculanum	07 Februar [1171-72]	1171-02-07	1172-02-07	Alexander III.	Alexander III.	Bischöfe von Teramo und Penne		14259	
624	It.Pont. 4	286	11		480	Tusculanum	07 Februar [1171-72]	1171-02-07	1172-02-07	Alexander III.	Alexander III.	Bischöfe von Teramo und Penne		14259	
625	It.Pont. 4	313	15		480	Tusculanum	07 Februar [1171-72]	1171-02-07	1172-02-07	Alexander III.	Alexander III.	Bischöfe von Teramo und Penne		14259	
626	It.Pont. 4	248	2		481	Tusculanum	17 März 1172	1172-03-17	1172-03-17	Alexander III.	Alexander III.	Alvisa, Äbtissin des Klosters St. Cosma in Tagliacozzo		12146	
627	It.Pont. 4	256	18		482	Tusculanum	30 September 1172	1172-09-30	1172-09-30	Alexander III.	Alexander III.	Oderisius, Bischof von Sulmono		–	
628	It.Pont. 4	305	22		483	Tusculanum	04 Oktober [1171-72]	1171-10-04	1172-10-04	Alexander III.	Alexander III.	Bischöfe von Marsi Penne und Sulmona, sowie die Kleriker von Chieti und Aquila		12126	
629	It.Pont. 4	237	1		483	Tusculum	04 Oktober [1171-72]	1171-10-04	1172-10-04	Alexander III.	Alexander III.	Bischöfe von Marsi, Penne und Sulmona, sowie die Kleriker von Chieti und Aquila		12126	
630	It.Pont. 4	242	12		483	Tusculanum	04 Oktober [1171-72]	1171-10-04	1172-10-04	Alexander III.	Alexander III.	Bischof von Marsi und andere Bischöfe		12126	
631	It.Pont. 4	256	19		483	Tusculanum	04 Oktober [1171-72]	1171-10-04	1172-10-04	Alexander III.	Alexander III.	Bischöfe von Marsi, Penne und Sulmona		12126	
632	It.Pont. 4	270	3		483	Tusculanum	04 Oktober [1171-72]	1171-10-04	1172-10-04	Alexander III.	Alexander III.	Bischöfe von Marsi, Penne und Sulmona, sowie die Kleriker von Chieti und Aquila		12126	
633	It.Pont. 4	286	12		483	Tusculanum	04 Oktober [1171-72]	1171-10-04	1172-10-04	Alexander III.	Alexander III.	Bischöfe von Marsi, Penne und Sulmona		12126	
634	It.Pont. 4	305	23		484	Tusculanum	04 Oktober [1171-72]	1171-10-04	1172-10-04	Alexander III.	Alexander III.	Leonatus, Abt des Klosters St. Clemens in Piscaria oder Casa aurea		12127	
635	It.Pont. 4	305	24		*485	(Tusculanum)	[04 Oktober 1171-72]	1171-10-04	1172-10-04	Alexander III.	Alexander III.	Ber(ardus) Gent(ilius) und dessen Brüder, Rogerius, dem Sohn des Riccardus		–	
636	It.Pont. 4	307	3		*485	(Tusculanum)	[04 Oktober 1171-72]	1171-10-04	1172-10-04	Alexander III.	Alexander III.	Ber(ardus) Gent(ilius) und dessen Brüder, Rogerius, dem Sohn des Riccardus		–	
637	It.Pont. 4	49	2		486	Tusculanum	31 Dezember 1172	1172-12-31	1172-12-31	Alexander III.	Alexander III.	Beraldus, Abt des Klosters St. Stephan in Gallano		12172	
638	It.Pont. 4	48	3		*487	–	[1172]	1172-01-01	1172-12-31	Alexander III.	Alexander III.	Guido, Abt des Klosters Hl. Kreuzes in Sassovivo		–	
639	It.Pont. 4	269	8		488	Anagni	28 September 1173	1173-09-28	1173-09-28	Alexander III.	Alexander III.	Andreas, Bischof von Chieti		12238	
640	It.Pont. 4	52	1		489	Anagni	04 April 1174	1174-04-04	1174-04-04	Alexander III.	Alexander III.	Atto, Abt des Klosters St. Petrus in Landolina/Andolina		12363	
641	It.Pont. 4	242	13		490	–	[1174]	1174-01-01	1174-12-31	Alexander III.	Alexander III.	Benedikt, Bischof von Marsi, und Johannes, Bischof von Segni		–	
642	It.Pont. 4	273	5		491	Ferentino	28 März 1175	1175-03-28	1175-03-28	Alexander III.	Alexander III.	Transmundus, Abt eremi Magellanae		12452	
643	It.Pont. 4	305	25		492	Ferentino	02 April [1175]	1175-04-02	1175-04-02	Alexander III.	Alexander III.	Bischöfe von Penne und Sulmona		12454	
644	It.Pont. 4	256	20		492	Ferentino	02 April [1175]	1175-04-02	1175-04-02	Alexander III.	Alexander III.	Bischöfe von Penne und Sulmona		12454	
645	It.Pont. 4	286	13		492	Ferentino	02 April [1175]	1175-04-02	1175-04-02	Alexander III.	Alexander III.	Bischöfe von Penne und Sulmona		12454	
646	It.Pont. 4	223	1		*493	–	[1175]	1175-01-01	1175-12-31	Alexander III.	–	–	coram Alexandro III controversia inter clericos Calliensis civitatis et Raynerium ep. super iuribus ecclesiae ipsorum agitatur.	–	
647	It.Pont. 4	153	1		494	Anagni	23 Februar [1174-76]	1174-02-23	1176-02-23	Alexander III.	Alexander III.	Ad(enulfus), electus, sowie die Mönche von Farfen.		–	
648	It.Pont. 4	280	6		495	Anagni	16 Juni 1176	1176-06-16	1176-06-16	Alexander III.	Alexander III.	Oderisius, Abt des Klosters St. Johann in Venere		12714	
649	It.Pont. 4	198	4		†496	Ancona	09 März 1177	1177-03-09	1177-03-09	Alexander III.	Alexander III.	Herren von Ancona		–	
650	It.Pont. 4	197	1		†497	Ancona	1177	1177-01-01	1177-12-31	Alexander III.	Alexander III.	–	concessio	–	
651	It.Pont. 4	172	6		498	Ferrara	05 Mai 1177	1177-05-05	1177-05-05	Alexander III.	Alexander III.	Benedikt, Abt des Klosters St. Petrus und St. Paul iuxta pontem marmoream		–	
652	It.Pont. 4	198	1		499	Venezia	28 Juni 1177	1177-06-28	1177-06-28	Alexander III.	Alexander III.	Rusticus, Abt des Klosters St. Maria Novi Portus		12873	
653	It.Pont. 4	118	14		500	Venezia	15 August [1177]	1177-08-15	1177-08-15	Alexander III.	Alexander III.	universis episcopis et abbatibus et aliis ecclesiarum praelatis per Marchiam constitutis		12917	
654	It.Pont. 4	139	1		500	Venezia	15 August [1177]	1177-08-15	1177-08-15	Alexander III.	Alexander III.	universis episcopis et abbatibus et aliis ecclesiarum praelatis per Marchiam constitutis		12917	
655	It.Pont. 4	105	3		501	Anagni	14 Januar 1178	1178-01-14	1178-01-14	Alexander III.	Alexander III.	bonis hominibus, maioribus et minoribus de civ. q. d. Castelli		13011	
656	It.Pont. 4	14	1		502	Laterano	23 März 1178	1178-03-23	1178-03-23	Alexander III.	Alexander III.	Rainerius, Abt des Klosters St. Petrus in Bovaria		–	
